action_type,combined_shot_type,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,label
Jump Shot,Jump Shot,33.8843,77,160,-118.1928,9,2,1,1-Feb,16,17,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAC,
Jump Shot,Jump Shot,33.9723,70,72,-118.1998,5,2,1,1-Feb,23,10,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,SAC,0
Jump Shot,Jump Shot,34.0163,199,28,-118.0708,4,2,1,1-Feb,8,20,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,1
Jump Shot,Jump Shot,33.8013,-12,243,-118.2818,2,2,1,1-Feb,46,24,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,SAC,0
Jump Shot,Jump Shot,33.9453,169,99,-118.1008,2,2,1,1-Feb,14,19,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,1
Running Jump Shot,Jump Shot,33.9513,22,93,-118.2478,1,2,1,1-Feb,45,9,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAC,
Jump Shot,Jump Shot,34.0163,64,28,-118.2058,0,2,1,1-Feb,56,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAC,1
Layup Shot,Layup,34.0443,0,0,-118.2698,0,2,1,1-Feb,4,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,0
Jump Shot,Jump Shot,34.0463,100,-2,-118.1698,9,3,1,1-Feb,14,10,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,1
Jump Shot,Jump Shot,33.8733,49,171,-118.2208,8,3,1,1-Feb,48,17,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,SAC,
Jump Shot,Jump Shot,33.9723,91,72,-118.1788,3,3,1,1-Feb,13,11,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,0
Jump Shot,Jump Shot,33.9073,220,137,-118.0498,0,3,1,1-Feb,0,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAC,
Jump Shot,Jump Shot,33.9663,142,78,-118.1278,6,4,1,1-Feb,42,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,0
Jump Shot,Jump Shot,33.9453,-18,99,-118.2878,6,4,1,1-Feb,24,10,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAC,1
Jump Shot,Jump Shot,34.0213,150,23,-118.1198,5,4,1,1-Feb,31,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,1
Jump Shot,Jump Shot,33.9933,169,51,-118.1008,4,4,1,1-Feb,13,17,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,0
Running Jump Shot,Jump Shot,33.9513,58,93,-118.2118,3,4,1,1-Feb,35,10,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,SAC,0
Jump Shot,Jump Shot,34.0163,-183,28,-118.4528,2,4,1,1-Feb,37,18,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,SAC,
Fadeaway Jump Shot,Jump Shot,34.0313,108,13,-118.1618,2,4,1,1-Feb,9,10,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,1
Jump Shot,Jump Shot,34.0443,142,0,-118.1278,1,4,1,1-Feb,36,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,0
Jump Shot,Jump Shot,33.9723,-105,72,-118.3748,1,4,1,1-Feb,2,12,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,SAC,0
Jump Shot,Jump Shot,33.9893,-18,55,-118.2878,0,4,1,1-Feb,29,5,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAC,0
Jump Shot,Jump Shot,34.0213,163,23,-118.1068,0,4,1,1-Feb,0,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,
Reverse Layup Shot,Layup,34.0443,0,0,-118.2698,10,1,1,1-Feb,22,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,0
Tip Shot,Tip Shot,34.0443,0,0,-118.2698,9,1,1,1-Feb,49,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,
Jump Shot,Jump Shot,34.0023,-162,42,-118.4318,9,1,1,1-Feb,17,16,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,SAC,0
Jump Shot,Jump Shot,33.9243,28,120,-118.2418,8,1,1,1-Feb,36,12,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAC,1
Turnaround Jump Shot,Jump Shot,33.9343,-54,110,-118.3238,7,1,1,1-Feb,37,12,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAC,1
Jump Shot,Jump Shot,34.0523,136,-8,-118.1338,6,1,1,1-Feb,25,13,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,0
Jump Shot,Jump Shot,33.9913,108,53,-118.1618,11,2,1,1-Feb,47,12,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,6,2,1,1-Feb,51,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,1
Reverse Dunk Shot,Dunk,34.0443,0,0,-118.2698,5,2,1,1-Feb,8,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,0
Jump Shot,Jump Shot,33.9623,142,82,-118.1278,1,2,1,1-Feb,27,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,0
Jump Shot,Jump Shot,33.8943,108,150,-118.1618,8,3,1,1-Feb,59,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAC,1
Jump Shot,Jump Shot,34.0593,169,-15,-118.1008,7,3,1,1-Feb,32,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,0
Slam Dunk Shot,Dunk,34.0443,0,0,-118.2698,4,3,1,1-Feb,22,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,1
Jump Shot,Jump Shot,33.9003,43,144,-118.2268,3,3,1,1-Feb,35,15,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,SAC,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,2,3,1,1-Feb,49,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,1
Layup Shot,Layup,34.0443,0,0,-118.2698,2,3,1,1-Feb,21,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,0
Running Jump Shot,Jump Shot,33.9813,91,63,-118.1788,1,3,1,1-Feb,13,11,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,1
Turnaround Jump Shot,Jump Shot,33.9813,91,63,-118.1788,9,4,1,1-Feb,2,11,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,1
Jump Shot,Jump Shot,33.9173,136,127,-118.1338,7,4,1,1-Feb,29,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,SAC,1
Jump Shot,Jump Shot,33.9403,91,104,-118.1788,3,4,1,1-Feb,56,13,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,0
Jump Shot,Jump Shot,34.0373,121,7,-118.1488,11,1,1,1-Feb,5,12,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,0
Jump Shot,Jump Shot,33.9933,16,51,-118.2538,10,1,1,1-Feb,54,5,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAC,0
Layup Shot,Layup,34.0443,0,0,-118.2698,9,1,1,1-Feb,56,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,0
Jump Shot,Jump Shot,33.9453,157,99,-118.1128,8,1,1,1-Feb,41,18,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,1
Driving Dunk Shot,Dunk,34.0443,0,0,-118.2698,7,1,1,1-Feb,27,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,1
Jump Shot,Jump Shot,34.0273,108,17,-118.1618,6,1,1,1-Feb,38,10,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,1
Jump Shot,Jump Shot,33.9913,-6,53,-118.2758,3,1,1,1-Feb,3,5,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAC,0
Jump Shot,Jump Shot,33.8483,0,196,-118.2698,1,1,1,1-Feb,8,19,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,SAC,0
Jump Shot,Jump Shot,33.9403,-29,104,-118.2988,0,1,1,1-Feb,0,10,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,SAC,0
Jump Shot,Jump Shot,33.9953,47,49,-118.2228,9,2,1,1-Feb,25,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAC,0
Tip Shot,Tip Shot,34.0443,0,0,-118.2698,9,2,1,1-Feb,23,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,1
Jump Shot,Jump Shot,33.9953,113,49,-118.1568,8,2,1,1-Feb,19,12,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,SAC,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,6,2,1,1-Feb,41,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,1
Jump Shot,Jump Shot,33.9683,0,76,-118.2698,5,2,1,1-Feb,53,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAC,
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,2,2,1,1-Feb,37,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,0
Jump Shot,Jump Shot,34.0173,56,27,-118.2138,2,2,1,1-Feb,35,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAC,
Reverse Layup Shot,Layup,34.0443,0,0,-118.2698,2,2,1,1-Feb,21,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,1
Jump Shot,Jump Shot,34.0403,-65,4,-118.3348,0,2,1,1-Feb,58,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,SAC,0
Jump Shot,Jump Shot,33.8033,83,241,-118.1868,0,2,1,1-Feb,38,25,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,SAC,1
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,9,3,1,1-Feb,10,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,7,3,1,1-Feb,56,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,0
Jump Shot,Jump Shot,33.9473,161,97,-118.1088,7,3,1,1-Feb,28,18,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,SAC,1
Jump Shot,Jump Shot,33.8543,-65,190,-118.3348,6,3,1,1-Feb,31,20,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,SAC,0
Jump Shot,Jump Shot,34.0403,233,4,-118.0368,5,3,1,1-Feb,21,23,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,SAC,1
Jump Shot,Jump Shot,33.7933,14,251,-118.2558,3,4,1,1-Feb,10,25,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,SAC,0
Tip Shot,Tip Shot,34.0443,0,0,-118.2698,0,4,1,1-Feb,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,SAC,0
Turnaround Jump Shot,Jump Shot,33.8603,-18,184,-118.2878,11,1,1,1-Feb,2,18,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,NJN,1
Jump Shot,Jump Shot,34.0693,142,-25,-118.1278,8,1,1,1-Feb,47,14,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NJN,0
Turnaround Jump Shot,Jump Shot,33.9973,85,47,-118.1848,6,1,1,1-Feb,46,9,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NJN,
Turnaround Jump Shot,Jump Shot,33.9513,-69,93,-118.3388,3,1,1,1-Feb,41,11,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,NJN,0
Turnaround Jump Shot,Jump Shot,33.9403,-124,104,-118.3938,2,1,1,1-Feb,36,16,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,NJN,1
Jump Shot,Jump Shot,34.0143,150,30,-118.1198,1,1,1,1-Feb,54,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NJN,0
Jump Shot,Jump Shot,33.7873,-147,257,-118.4168,1,1,1,1-Feb,19,29,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,NJN,
Reverse Layup Shot,Layup,34.0443,0,0,-118.2698,0,1,1,1-Feb,59,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,0
Hook Shot,Hook Shot,33.9623,-4,82,-118.2738,2,2,1,1-Feb,33,8,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,NJN,0
Tip Shot,Tip Shot,34.0443,0,0,-118.2698,1,2,1,1-Feb,18,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,0
Jump Shot,Jump Shot,33.8253,142,219,-118.1278,0,2,1,1-Feb,27,26,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NJN,0
Driving Dunk Shot,Dunk,34.0443,0,0,-118.2698,9,3,1,1-Feb,20,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,1
Jump Shot,Jump Shot,33.9683,-84,76,-118.3538,8,3,1,1-Feb,48,11,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,NJN,
Running Jump Shot,Jump Shot,34.0143,64,30,-118.2058,5,3,1,1-Feb,12,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NJN,0
Jump Shot,Jump Shot,33.9453,28,99,-118.2418,3,3,1,1-Feb,37,10,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,NJN,1
Driving Dunk Shot,Dunk,34.0443,0,0,-118.2698,9,4,1,1-Feb,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,1
Jump Shot,Jump Shot,33.8713,77,173,-118.1928,11,1,1,1-Feb,44,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,NJN,1
Jump Shot,Jump Shot,33.9173,121,127,-118.1488,9,1,1,1-Feb,38,17,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,NJN,0
Turnaround Jump Shot,Jump Shot,34.0373,91,7,-118.1788,8,1,1,1-Feb,3,9,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NJN,1
Jump Shot,Jump Shot,34.0373,-105,7,-118.3748,5,1,1,1-Feb,29,10,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,NJN,0
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,5,1,1,1-Feb,21,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,1
Slam Dunk Shot,Dunk,34.0443,0,0,-118.2698,3,1,1,1-Feb,10,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,1
Layup Shot,Layup,34.0443,0,0,-118.2698,7,2,1,1-Feb,38,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,0
Jump Shot,Jump Shot,33.9813,16,63,-118.2538,4,2,1,1-Feb,19,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NJN,1
Turnaround Jump Shot,Jump Shot,33.9973,163,47,-118.1068,9,3,1,1-Feb,42,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,NJN,
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,5,3,1,1-Feb,37,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,1
Jump Shot,Jump Shot,33.7913,37,253,-118.2328,3,3,1,1-Feb,51,25,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NJN,
Dunk Shot,Dunk,34.0443,0,0,-118.2698,0,3,1,1-Feb,53,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,0
Jump Shot,Jump Shot,34.0463,91,-2,-118.1788,8,4,1,1-Feb,53,9,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NJN,0
Jump Shot,Jump Shot,33.7703,16,274,-118.2538,0,4,1,1-Feb,45,27,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NJN,1
Jump Shot,Jump Shot,33.7633,-69,281,-118.3388,0,4,1,1-Feb,10,28,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NJN,1
Driving Finger Roll Shot,Layup,34.0443,0,0,-118.2698,9,1,1,1-Feb,24,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,
Driving Finger Roll Shot,Layup,34.0443,0,0,-118.2698,4,1,1,1-Feb,41,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,0
Jump Shot,Jump Shot,33.9453,125,99,-118.1448,3,1,1,1-Feb,57,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NJN,0
Driving Dunk Shot,Dunk,34.0443,0,0,-118.2698,3,1,1,1-Feb,23,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,
Jump Shot,Jump Shot,34.0483,191,-4,-118.0788,1,1,1,1-Feb,19,19,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,NJN,0
Turnaround Jump Shot,Jump Shot,33.9873,58,57,-118.2118,0,1,1,1-Feb,20,8,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,NJN,1
Jump Shot,Jump Shot,34.0353,218,9,-118.0518,11,2,1,1-Feb,23,21,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,NJN,1
Jump Shot,Jump Shot,33.8963,-6,148,-118.2758,10,2,1,1-Feb,14,14,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,NJN,
Turnaround Jump Shot,Jump Shot,33.9453,24,99,-118.2458,5,2,1,1-Feb,16,10,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,NJN,0
Turnaround Jump Shot,Jump Shot,34.0293,125,15,-118.1448,10,3,1,1-Feb,58,12,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NJN,1
Jump Shot,Jump Shot,33.8203,108,224,-118.1618,8,3,1,1-Feb,20,24,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NJN,1
Running Jump Shot,Jump Shot,33.9873,-56,57,-118.3258,4,3,1,1-Feb,41,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NJN,1
Jump Shot,Jump Shot,34.0233,191,21,-118.0788,2,3,1,1-Feb,56,19,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,NJN,1
Jump Shot,Jump Shot,33.3863,-132,658,-118.4018,0,3,1,1-Feb,0,67,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,NJN,0
Turnaround Jump Shot,Jump Shot,33.9243,32,120,-118.2378,9,4,1,1-Feb,41,12,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,NJN,1
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,7,4,1,1-Feb,52,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,1
Jump Shot,Jump Shot,33.8903,108,154,-118.1618,5,4,1,1-Feb,43,18,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,NJN,0
Running Jump Shot,Jump Shot,33.9533,32,91,-118.2378,5,4,1,1-Feb,20,9,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,NJN,1
Jump Shot,Jump Shot,33.8083,-56,236,-118.3258,4,4,1,1-Feb,42,24,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NJN,0
Jump Shot,Jump Shot,34.0443,-157,0,-118.4268,3,4,1,1-Feb,26,15,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,NJN,0
Jump Shot,Jump Shot,33.8563,117,188,-118.1528,2,4,1,1-Feb,17,22,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,NJN,1
Turnaround Jump Shot,Jump Shot,33.8693,-48,175,-118.3178,1,4,1,1-Feb,31,18,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,NJN,0
Running Jump Shot,Jump Shot,33.9593,-42,85,-118.3118,0,4,1,1-Feb,19,9,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,NJN,1
Driving Dunk Shot,Dunk,34.0443,0,0,-118.2698,9,1,1,1-Feb,50,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,1
Jump Shot,Jump Shot,34.0023,49,42,-118.2208,7,1,1,1-Feb,34,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,NJN,
Layup Shot,Layup,34.0443,0,0,-118.2698,7,1,1,1-Feb,31,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,0
Turnaround Jump Shot,Jump Shot,34.0143,108,30,-118.1618,4,1,1,1-Feb,45,11,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NJN,0
Driving Finger Roll Shot,Layup,34.0443,0,0,-118.2698,1,1,1,1-Feb,18,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,0
Jump Shot,Jump Shot,33.9033,91,141,-118.1788,11,2,1,1-Feb,3,16,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,NJN,
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,7,2,1,1-Feb,22,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,0
Jump Shot,Jump Shot,33.9813,58,63,-118.2118,9,3,1,1-Feb,20,8,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,NJN,0
Jump Shot,Jump Shot,33.7933,-33,251,-118.3028,2,3,1,1-Feb,54,25,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NJN,1
Jump Shot,Jump Shot,33.8813,-183,163,-118.4528,2,3,1,1-Feb,16,24,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,NJN,0
Fadeaway Jump Shot,Jump Shot,34.0483,159,-4,-118.1108,11,4,1,1-Feb,42,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NJN,0
Jump Shot,Jump Shot,33.8203,1,224,-118.2688,10,4,1,1-Feb,27,22,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,NJN,0
Jump Shot,Jump Shot,33.7993,100,245,-118.1698,9,4,1,1-Feb,33,26,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NJN,1
Running Jump Shot,Jump Shot,34.0483,150,-4,-118.1198,7,4,1,1-Feb,10,15,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,NJN,1
Running Jump Shot,Jump Shot,33.9533,18,91,-118.2518,5,4,1,1-Feb,4,9,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,NJN,1
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,3,4,1,1-Feb,34,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,NJN,1
Jump Shot,Jump Shot,34.0703,117,-26,-118.1528,11,1,1,2-Mar,8,11,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,0
Running Jump Shot,Jump Shot,33.8893,69,155,-118.2008,7,1,1,2-Mar,46,16,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,1
Jump Shot,Jump Shot,33.7943,69,250,-118.2008,6,1,1,2-Mar,57,25,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,MIN,1
Jump Shot,Jump Shot,33.9733,49,71,-118.2208,6,1,1,2-Mar,15,8,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,MIN,0
Jump Shot,Jump Shot,33.9163,-210,128,-118.4798,4,1,1,2-Mar,9,24,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,MIN,0
Running Jump Shot,Jump Shot,33.9983,87,46,-118.1828,2,1,1,2-Mar,44,9,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,
Running Jump Shot,Jump Shot,33.8813,15,163,-118.2548,2,1,1,2-Mar,3,16,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,MIN,1
Running Jump Shot,Jump Shot,34.0313,-89,13,-118.3588,11,2,1,2-Mar,28,8,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,1
Fadeaway Jump Shot,Jump Shot,34.0603,174,-16,-118.0958,10,2,1,2-Mar,51,17,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIN,1
Jump Shot,Jump Shot,33.9723,-31,72,-118.3008,10,2,1,2-Mar,19,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,
Running Jump Shot,Jump Shot,34.0043,-66,40,-118.3358,9,2,1,2-Mar,52,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,1
Turnaround Jump Shot,Jump Shot,33.9503,169,94,-118.1008,8,2,1,2-Mar,38,19,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIN,
Driving Layup Shot,Layup,34.0443,0,0,-118.2698,8,2,1,2-Mar,5,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
Jump Shot,Jump Shot,33.9343,-56,110,-118.3258,6,2,1,2-Mar,20,12,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,MIN,1
Jump Shot,Jump Shot,34.0623,-176,-18,-118.4458,2,2,1,2-Mar,57,17,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MIN,1
Fadeaway Jump Shot,Jump Shot,33.9453,166,99,-118.1038,1,2,1,2-Mar,5,19,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIN,1
Jump Shot,Jump Shot,34.0753,167,-31,-118.1028,11,3,1,2-Mar,12,16,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,33.9303,-151,114,-118.4208,9,3,1,2-Mar,32,18,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,34.0063,-102,38,-118.3718,8,3,1,2-Mar,17,10,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,0
Jump Shot,Jump Shot,34.0043,67,40,-118.2028,7,3,1,2-Mar,28,7,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,0
Jump Shot,Jump Shot,33.9833,190,61,-118.0798,6,3,1,2-Mar,34,19,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIN,0
Jump Shot,Jump Shot,33.8613,-108,183,-118.3778,5,3,1,2-Mar,15,21,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,1
Jump Shot,Jump Shot,33.9813,-26,63,-118.2958,0,3,1,2-Mar,1,6,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,0
Jump Shot,Jump Shot,33.9523,182,92,-118.0878,10,4,1,2-Mar,1,20,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIN,0
Driving Dunk Shot,Dunk,34.0443,0,0,-118.2698,9,4,1,2-Mar,11,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,1
